id,centrality,guess,diff,patient_zero,cascade_size_limit,model,r_infect,r_recover
balanced_tree_SIR_cascade20_r0.1,degree_centrality,38,1,115,20,IC,0.1,0.1
balanced_tree_SIR_cascade20_r0.1,eigenvector_centrality,38,1,115,20,IC,0.1,0.1
balanced_tree_SIR_cascade20_r0.1,distance_centrality,38,1,115,20,IC,0.1,0.1
balanced_tree_SIR_cascade20_r0.2,degree_centrality,38,1,115,20,IC,0.2,0.1
balanced_tree_SIR_cascade20_r0.2,eigenvector_centrality,38,1,115,20,IC,0.2,0.1
balanced_tree_SIR_cascade20_r0.2,distance_centrality,38,1,115,20,IC,0.2,0.1
balanced_tree_SIR_cascade20_r0.3,degree_centrality,12,2,115,20,IC,0.3,0.1
balanced_tree_SIR_cascade20_r0.3,eigenvector_centrality,12,2,115,20,IC,0.3,0.1
balanced_tree_SIR_cascade20_r0.3,distance_centrality,12,2,115,20,IC,0.3,0.1
balanced_tree_SIR_cascade20_r0.4,degree_centrality,10,4,115,20,IC,0.4,0.1
balanced_tree_SIR_cascade20_r0.4,eigenvector_centrality,12,2,115,20,IC,0.4,0.1
balanced_tree_SIR_cascade20_r0.4,distance_centrality,3,3,115,20,IC,0.4,0.1
balanced_tree_SIR_cascade20_r0.5,degree_centrality,37,3,115,20,IC,0.5,0.1
balanced_tree_SIR_cascade20_r0.5,eigenvector_centrality,12,2,115,20,IC,0.5,0.1
balanced_tree_SIR_cascade20_r0.5,distance_centrality,12,2,115,20,IC,0.5,0.1
balanced_tree_SIR_cascade20_r0.6,degree_centrality,3,3,115,20,IC,0.6,0.1
balanced_tree_SIR_cascade20_r0.6,eigenvector_centrality,12,2,115,20,IC,0.6,0.1
balanced_tree_SIR_cascade20_r0.6,distance_centrality,3,3,115,20,IC,0.6,0.1
balanced_tree_SIR_cascade20_r0.7,degree_centrality,3,3,115,20,IC,0.7,0.1
balanced_tree_SIR_cascade20_r0.7,eigenvector_centrality,12,2,115,20,IC,0.7,0.1
balanced_tree_SIR_cascade20_r0.7,distance_centrality,12,2,115,20,IC,0.7,0.1
balanced_tree_SIR_cascade20_r0.8,degree_centrality,3,3,115,20,IC,0.8,0.1
balanced_tree_SIR_cascade20_r0.8,eigenvector_centrality,12,2,115,20,IC,0.8,0.1
balanced_tree_SIR_cascade20_r0.8,distance_centrality,12,2,115,20,IC,0.8,0.1
balanced_tree_SIR_cascade20_r0.9,degree_centrality,3,3,115,20,IC,0.9,0.1
balanced_tree_SIR_cascade20_r0.9,eigenvector_centrality,12,2,115,20,IC,0.9,0.1
balanced_tree_SIR_cascade20_r0.9,distance_centrality,12,2,115,20,IC,0.9,0.1
balanced_tree_SIR_cascade20_r1.0,degree_centrality,3,3,115,20,IC,1.0,0.1
balanced_tree_SIR_cascade20_r1.0,eigenvector_centrality,12,2,115,20,IC,1.0,0.1
balanced_tree_SIR_cascade20_r1.0,distance_centrality,12,2,115,20,IC,1.0,0.1
balanced_tree_SIR_cascade50_r0.1,degree_centrality,38,1,115,50,IC,0.1,0.1
balanced_tree_SIR_cascade50_r0.1,eigenvector_centrality,38,1,115,50,IC,0.1,0.1
balanced_tree_SIR_cascade50_r0.1,distance_centrality,38,1,115,50,IC,0.1,0.1
balanced_tree_SIR_cascade50_r0.2,degree_centrality,38,1,115,50,IC,0.2,0.1
balanced_tree_SIR_cascade50_r0.2,eigenvector_centrality,38,1,115,50,IC,0.2,0.1
balanced_tree_SIR_cascade50_r0.2,distance_centrality,38,1,115,50,IC,0.2,0.1
balanced_tree_SIR_cascade50_r0.3,degree_centrality,3,3,115,50,IC,0.3,0.1
balanced_tree_SIR_cascade50_r0.3,eigenvector_centrality,3,3,115,50,IC,0.3,0.1
balanced_tree_SIR_cascade50_r0.3,distance_centrality,3,3,115,50,IC,0.3,0.1
balanced_tree_SIR_cascade50_r0.4,degree_centrality,10,4,115,50,IC,0.4,0.1
balanced_tree_SIR_cascade50_r0.4,eigenvector_centrality,10,4,115,50,IC,0.4,0.1
balanced_tree_SIR_cascade50_r0.4,distance_centrality,3,3,115,50,IC,0.4,0.1
balanced_tree_SIR_cascade50_r0.5,degree_centrality,37,3,115,50,IC,0.5,0.1
balanced_tree_SIR_cascade50_r0.5,eigenvector_centrality,12,2,115,50,IC,0.5,0.1
balanced_tree_SIR_cascade50_r0.5,distance_centrality,12,2,115,50,IC,0.5,0.1
balanced_tree_SIR_cascade50_r0.6,degree_centrality,1,5,115,50,IC,0.6,0.1
balanced_tree_SIR_cascade50_r0.6,eigenvector_centrality,3,3,115,50,IC,0.6,0.1
balanced_tree_SIR_cascade50_r0.6,distance_centrality,3,3,115,50,IC,0.6,0.1
balanced_tree_SIR_cascade50_r0.7,degree_centrality,1,5,115,50,IC,0.7,0.1
balanced_tree_SIR_cascade50_r0.7,eigenvector_centrality,3,3,115,50,IC,0.7,0.1
balanced_tree_SIR_cascade50_r0.7,distance_centrality,3,3,115,50,IC,0.7,0.1
balanced_tree_SIR_cascade50_r0.8,degree_centrality,1,5,115,50,IC,0.8,0.1
balanced_tree_SIR_cascade50_r0.8,eigenvector_centrality,3,3,115,50,IC,0.8,0.1
balanced_tree_SIR_cascade50_r0.8,distance_centrality,3,3,115,50,IC,0.8,0.1
balanced_tree_SIR_cascade50_r0.9,degree_centrality,1,5,115,50,IC,0.9,0.1
balanced_tree_SIR_cascade50_r0.9,eigenvector_centrality,3,3,115,50,IC,0.9,0.1
balanced_tree_SIR_cascade50_r0.9,distance_centrality,3,3,115,50,IC,0.9,0.1
balanced_tree_SIR_cascade50_r1.0,degree_centrality,1,5,115,50,IC,1.0,0.1
balanced_tree_SIR_cascade50_r1.0,eigenvector_centrality,3,3,115,50,IC,1.0,0.1
balanced_tree_SIR_cascade50_r1.0,distance_centrality,3,3,115,50,IC,1.0,0.1
balanced_tree_SIR_cascade100_r0.1,degree_centrality,38,1,115,100,IC,0.1,0.1
balanced_tree_SIR_cascade100_r0.1,eigenvector_centrality,38,1,115,100,IC,0.1,0.1
balanced_tree_SIR_cascade100_r0.1,distance_centrality,38,1,115,100,IC,0.1,0.1
balanced_tree_SIR_cascade100_r0.2,degree_centrality,38,1,115,100,IC,0.2,0.1
balanced_tree_SIR_cascade100_r0.2,eigenvector_centrality,38,1,115,100,IC,0.2,0.1
balanced_tree_SIR_cascade100_r0.2,distance_centrality,38,1,115,100,IC,0.2,0.1
balanced_tree_SIR_cascade100_r0.3,degree_centrality,3,3,115,100,IC,0.3,0.1
balanced_tree_SIR_cascade100_r0.3,eigenvector_centrality,3,3,115,100,IC,0.3,0.1
balanced_tree_SIR_cascade100_r0.3,distance_centrality,3,3,115,100,IC,0.3,0.1
balanced_tree_SIR_cascade100_r0.4,degree_centrality,10,4,115,100,IC,0.4,0.1
balanced_tree_SIR_cascade100_r0.4,eigenvector_centrality,10,4,115,100,IC,0.4,0.1
balanced_tree_SIR_cascade100_r0.4,distance_centrality,3,3,115,100,IC,0.4,0.1
balanced_tree_SIR_cascade100_r0.5,degree_centrality,37,3,115,100,IC,0.5,0.1
balanced_tree_SIR_cascade100_r0.5,eigenvector_centrality,12,2,115,100,IC,0.5,0.1
balanced_tree_SIR_cascade100_r0.5,distance_centrality,12,2,115,100,IC,0.5,0.1
balanced_tree_SIR_cascade100_r0.6,degree_centrality,1,5,115,100,IC,0.6,0.1
balanced_tree_SIR_cascade100_r0.6,eigenvector_centrality,3,3,115,100,IC,0.6,0.1
balanced_tree_SIR_cascade100_r0.6,distance_centrality,0,4,115,100,IC,0.6,0.1
balanced_tree_SIR_cascade100_r0.7,degree_centrality,1,5,115,100,IC,0.7,0.1
balanced_tree_SIR_cascade100_r0.7,eigenvector_centrality,3,3,115,100,IC,0.7,0.1
balanced_tree_SIR_cascade100_r0.7,distance_centrality,0,4,115,100,IC,0.7,0.1
balanced_tree_SIR_cascade100_r0.8,degree_centrality,1,5,115,100,IC,0.8,0.1
balanced_tree_SIR_cascade100_r0.8,eigenvector_centrality,3,3,115,100,IC,0.8,0.1
balanced_tree_SIR_cascade100_r0.8,distance_centrality,0,4,115,100,IC,0.8,0.1
balanced_tree_SIR_cascade100_r0.9,degree_centrality,1,5,115,100,IC,0.9,0.1
balanced_tree_SIR_cascade100_r0.9,eigenvector_centrality,3,3,115,100,IC,0.9,0.1
balanced_tree_SIR_cascade100_r0.9,distance_centrality,0,4,115,100,IC,0.9,0.1
balanced_tree_SIR_cascade100_r1.0,degree_centrality,1,5,115,100,IC,1.0,0.1
balanced_tree_SIR_cascade100_r1.0,eigenvector_centrality,1,5,115,100,IC,1.0,0.1
balanced_tree_SIR_cascade100_r1.0,distance_centrality,0,4,115,100,IC,1.0,0.1
balanced_tree_SIR_cascade10_r0.1,degree_centrality,38,1,115,10,IC,0.1,0.1
balanced_tree_SIR_cascade10_r0.1,eigenvector_centrality,38,1,115,10,IC,0.1,0.1
balanced_tree_SIR_cascade10_r0.1,distance_centrality,38,1,115,10,IC,0.1,0.1
balanced_tree_SIR_cascade10_r0.2,degree_centrality,38,1,115,10,IC,0.2,0.1
balanced_tree_SIR_cascade10_r0.2,eigenvector_centrality,38,1,115,10,IC,0.2,0.1
balanced_tree_SIR_cascade10_r0.2,distance_centrality,38,1,115,10,IC,0.2,0.1
balanced_tree_SIR_cascade10_r0.3,degree_centrality,12,2,115,10,IC,0.3,0.1
balanced_tree_SIR_cascade10_r0.3,eigenvector_centrality,12,2,115,10,IC,0.3,0.1
balanced_tree_SIR_cascade10_r0.3,distance_centrality,12,2,115,10,IC,0.3,0.1
balanced_tree_SIR_cascade10_r0.4,degree_centrality,38,1,115,10,IC,0.4,0.1
balanced_tree_SIR_cascade10_r0.4,eigenvector_centrality,12,2,115,10,IC,0.4,0.1
balanced_tree_SIR_cascade10_r0.4,distance_centrality,12,2,115,10,IC,0.4,0.1
balanced_tree_SIR_cascade10_r0.5,degree_centrality,38,1,115,10,IC,0.5,0.1
balanced_tree_SIR_cascade10_r0.5,eigenvector_centrality,38,1,115,10,IC,0.5,0.1
balanced_tree_SIR_cascade10_r0.5,distance_centrality,12,2,115,10,IC,0.5,0.1
balanced_tree_SIR_cascade10_r0.6,degree_centrality,38,1,115,10,IC,0.6,0.1
balanced_tree_SIR_cascade10_r0.6,eigenvector_centrality,12,2,115,10,IC,0.6,0.1
balanced_tree_SIR_cascade10_r0.6,distance_centrality,12,2,115,10,IC,0.6,0.1
balanced_tree_SIR_cascade10_r0.7,degree_centrality,38,1,115,10,IC,0.7,0.1
balanced_tree_SIR_cascade10_r0.7,eigenvector_centrality,12,2,115,10,IC,0.7,0.1
balanced_tree_SIR_cascade10_r0.7,distance_centrality,12,2,115,10,IC,0.7,0.1
balanced_tree_SIR_cascade10_r0.8,degree_centrality,38,1,115,10,IC,0.8,0.1
balanced_tree_SIR_cascade10_r0.8,eigenvector_centrality,12,2,115,10,IC,0.8,0.1
balanced_tree_SIR_cascade10_r0.8,distance_centrality,12,2,115,10,IC,0.8,0.1
balanced_tree_SIR_cascade10_r0.9,degree_centrality,38,1,115,10,IC,0.9,0.1
balanced_tree_SIR_cascade10_r0.9,eigenvector_centrality,12,2,115,10,IC,0.9,0.1
balanced_tree_SIR_cascade10_r0.9,distance_centrality,12,2,115,10,IC,0.9,0.1
balanced_tree_SIR_cascade10_r1.0,degree_centrality,38,1,115,10,IC,1.0,0.1
balanced_tree_SIR_cascade10_r1.0,eigenvector_centrality,12,2,115,10,IC,1.0,0.1
balanced_tree_SIR_cascade10_r1.0,distance_centrality,12,2,115,10,IC,1.0,0.1
balanced_tree_IC_cascade20_r0.1,degree_centrality,115,0,115,20,IC,0.1,
balanced_tree_IC_cascade20_r0.1,eigenvector_centrality,115,0,115,20,IC,0.1,
balanced_tree_IC_cascade20_r0.1,distance_centrality,115,0,115,20,IC,0.1,
balanced_tree_IC_cascade20_r0.2,degree_centrality,115,0,115,20,IC,0.2,
balanced_tree_IC_cascade20_r0.2,eigenvector_centrality,115,0,115,20,IC,0.2,
balanced_tree_IC_cascade20_r0.2,distance_centrality,115,0,115,20,IC,0.2,
balanced_tree_IC_cascade20_r0.3,degree_centrality,115,0,115,20,IC,0.3,
balanced_tree_IC_cascade20_r0.3,eigenvector_centrality,115,0,115,20,IC,0.3,
balanced_tree_IC_cascade20_r0.3,distance_centrality,115,0,115,20,IC,0.3,
balanced_tree_IC_cascade20_r0.4,degree_centrality,115,0,115,20,IC,0.4,
balanced_tree_IC_cascade20_r0.4,eigenvector_centrality,115,0,115,20,IC,0.4,
balanced_tree_IC_cascade20_r0.4,distance_centrality,115,0,115,20,IC,0.4,
balanced_tree_IC_cascade20_r0.5,degree_centrality,38,1,115,20,IC,0.5,
balanced_tree_IC_cascade20_r0.5,eigenvector_centrality,38,1,115,20,IC,0.5,
balanced_tree_IC_cascade20_r0.5,distance_centrality,38,1,115,20,IC,0.5,
balanced_tree_IC_cascade20_r0.6,degree_centrality,38,1,115,20,IC,0.6,
balanced_tree_IC_cascade20_r0.6,eigenvector_centrality,38,1,115,20,IC,0.6,
balanced_tree_IC_cascade20_r0.6,distance_centrality,38,1,115,20,IC,0.6,
balanced_tree_IC_cascade20_r0.7,degree_centrality,38,1,115,20,IC,0.7,
balanced_tree_IC_cascade20_r0.7,eigenvector_centrality,38,1,115,20,IC,0.7,
balanced_tree_IC_cascade20_r0.7,distance_centrality,38,1,115,20,IC,0.7,
balanced_tree_IC_cascade20_r0.8,degree_centrality,39,3,115,20,IC,0.8,
balanced_tree_IC_cascade20_r0.8,eigenvector_centrality,12,2,115,20,IC,0.8,
balanced_tree_IC_cascade20_r0.8,distance_centrality,12,2,115,20,IC,0.8,
balanced_tree_IC_cascade20_r0.9,degree_centrality,39,3,115,20,IC,0.9,
balanced_tree_IC_cascade20_r0.9,eigenvector_centrality,12,2,115,20,IC,0.9,
balanced_tree_IC_cascade20_r0.9,distance_centrality,12,2,115,20,IC,0.9,
balanced_tree_IC_cascade20_r1.0,degree_centrality,3,3,115,20,IC,1.0,
balanced_tree_IC_cascade20_r1.0,eigenvector_centrality,12,2,115,20,IC,1.0,
balanced_tree_IC_cascade20_r1.0,distance_centrality,12,2,115,20,IC,1.0,
balanced_tree_IC_cascade50_r0.1,degree_centrality,115,0,115,50,IC,0.1,
balanced_tree_IC_cascade50_r0.1,eigenvector_centrality,115,0,115,50,IC,0.1,
balanced_tree_IC_cascade50_r0.1,distance_centrality,115,0,115,50,IC,0.1,
balanced_tree_IC_cascade50_r0.2,degree_centrality,115,0,115,50,IC,0.2,
balanced_tree_IC_cascade50_r0.2,eigenvector_centrality,115,0,115,50,IC,0.2,
balanced_tree_IC_cascade50_r0.2,distance_centrality,115,0,115,50,IC,0.2,
balanced_tree_IC_cascade50_r0.3,degree_centrality,115,0,115,50,IC,0.3,
balanced_tree_IC_cascade50_r0.3,eigenvector_centrality,115,0,115,50,IC,0.3,
balanced_tree_IC_cascade50_r0.3,distance_centrality,115,0,115,50,IC,0.3,
balanced_tree_IC_cascade50_r0.4,degree_centrality,115,0,115,50,IC,0.4,
balanced_tree_IC_cascade50_r0.4,eigenvector_centrality,115,0,115,50,IC,0.4,
balanced_tree_IC_cascade50_r0.4,distance_centrality,115,0,115,50,IC,0.4,
balanced_tree_IC_cascade50_r0.5,degree_centrality,38,1,115,50,IC,0.5,
balanced_tree_IC_cascade50_r0.5,eigenvector_centrality,38,1,115,50,IC,0.5,
balanced_tree_IC_cascade50_r0.5,distance_centrality,38,1,115,50,IC,0.5,
balanced_tree_IC_cascade50_r0.6,degree_centrality,38,1,115,50,IC,0.6,
balanced_tree_IC_cascade50_r0.6,eigenvector_centrality,38,1,115,50,IC,0.6,
balanced_tree_IC_cascade50_r0.6,distance_centrality,38,1,115,50,IC,0.6,
balanced_tree_IC_cascade50_r0.7,degree_centrality,38,1,115,50,IC,0.7,
balanced_tree_IC_cascade50_r0.7,eigenvector_centrality,38,1,115,50,IC,0.7,
balanced_tree_IC_cascade50_r0.7,distance_centrality,38,1,115,50,IC,0.7,
balanced_tree_IC_cascade50_r0.8,degree_centrality,39,3,115,50,IC,0.8,
balanced_tree_IC_cascade50_r0.8,eigenvector_centrality,12,2,115,50,IC,0.8,
balanced_tree_IC_cascade50_r0.8,distance_centrality,12,2,115,50,IC,0.8,
balanced_tree_IC_cascade50_r0.9,degree_centrality,39,3,115,50,IC,0.9,
balanced_tree_IC_cascade50_r0.9,eigenvector_centrality,12,2,115,50,IC,0.9,
balanced_tree_IC_cascade50_r0.9,distance_centrality,12,2,115,50,IC,0.9,
balanced_tree_IC_cascade50_r1.0,degree_centrality,1,5,115,50,IC,1.0,
balanced_tree_IC_cascade50_r1.0,eigenvector_centrality,3,3,115,50,IC,1.0,
balanced_tree_IC_cascade50_r1.0,distance_centrality,3,3,115,50,IC,1.0,
balanced_tree_IC_cascade100_r0.1,degree_centrality,115,0,115,100,IC,0.1,
balanced_tree_IC_cascade100_r0.1,eigenvector_centrality,115,0,115,100,IC,0.1,
balanced_tree_IC_cascade100_r0.1,distance_centrality,115,0,115,100,IC,0.1,
balanced_tree_IC_cascade100_r0.2,degree_centrality,115,0,115,100,IC,0.2,
balanced_tree_IC_cascade100_r0.2,eigenvector_centrality,115,0,115,100,IC,0.2,
balanced_tree_IC_cascade100_r0.2,distance_centrality,115,0,115,100,IC,0.2,
balanced_tree_IC_cascade100_r0.3,degree_centrality,115,0,115,100,IC,0.3,
balanced_tree_IC_cascade100_r0.3,eigenvector_centrality,115,0,115,100,IC,0.3,
balanced_tree_IC_cascade100_r0.3,distance_centrality,115,0,115,100,IC,0.3,
balanced_tree_IC_cascade100_r0.4,degree_centrality,115,0,115,100,IC,0.4,
balanced_tree_IC_cascade100_r0.4,eigenvector_centrality,115,0,115,100,IC,0.4,
balanced_tree_IC_cascade100_r0.4,distance_centrality,115,0,115,100,IC,0.4,
balanced_tree_IC_cascade100_r0.5,degree_centrality,38,1,115,100,IC,0.5,
balanced_tree_IC_cascade100_r0.5,eigenvector_centrality,38,1,115,100,IC,0.5,
balanced_tree_IC_cascade100_r0.5,distance_centrality,38,1,115,100,IC,0.5,
balanced_tree_IC_cascade100_r0.6,degree_centrality,38,1,115,100,IC,0.6,
balanced_tree_IC_cascade100_r0.6,eigenvector_centrality,38,1,115,100,IC,0.6,
balanced_tree_IC_cascade100_r0.6,distance_centrality,38,1,115,100,IC,0.6,
balanced_tree_IC_cascade100_r0.7,degree_centrality,38,1,115,100,IC,0.7,
balanced_tree_IC_cascade100_r0.7,eigenvector_centrality,38,1,115,100,IC,0.7,
balanced_tree_IC_cascade100_r0.7,distance_centrality,38,1,115,100,IC,0.7,
balanced_tree_IC_cascade100_r0.8,degree_centrality,39,3,115,100,IC,0.8,
balanced_tree_IC_cascade100_r0.8,eigenvector_centrality,12,2,115,100,IC,0.8,
balanced_tree_IC_cascade100_r0.8,distance_centrality,12,2,115,100,IC,0.8,
balanced_tree_IC_cascade100_r0.9,degree_centrality,39,3,115,100,IC,0.9,
balanced_tree_IC_cascade100_r0.9,eigenvector_centrality,12,2,115,100,IC,0.9,
balanced_tree_IC_cascade100_r0.9,distance_centrality,12,2,115,100,IC,0.9,
balanced_tree_IC_cascade100_r1.0,degree_centrality,1,5,115,100,IC,1.0,
balanced_tree_IC_cascade100_r1.0,eigenvector_centrality,1,5,115,100,IC,1.0,
balanced_tree_IC_cascade100_r1.0,distance_centrality,0,4,115,100,IC,1.0,
balanced_tree_IC_cascade10_r0.1,degree_centrality,115,0,115,10,IC,0.1,
balanced_tree_IC_cascade10_r0.1,eigenvector_centrality,115,0,115,10,IC,0.1,
balanced_tree_IC_cascade10_r0.1,distance_centrality,115,0,115,10,IC,0.1,
balanced_tree_IC_cascade10_r0.2,degree_centrality,115,0,115,10,IC,0.2,
balanced_tree_IC_cascade10_r0.2,eigenvector_centrality,115,0,115,10,IC,0.2,
balanced_tree_IC_cascade10_r0.2,distance_centrality,115,0,115,10,IC,0.2,
balanced_tree_IC_cascade10_r0.3,degree_centrality,115,0,115,10,IC,0.3,
balanced_tree_IC_cascade10_r0.3,eigenvector_centrality,115,0,115,10,IC,0.3,
balanced_tree_IC_cascade10_r0.3,distance_centrality,115,0,115,10,IC,0.3,
balanced_tree_IC_cascade10_r0.4,degree_centrality,115,0,115,10,IC,0.4,
balanced_tree_IC_cascade10_r0.4,eigenvector_centrality,115,0,115,10,IC,0.4,
balanced_tree_IC_cascade10_r0.4,distance_centrality,115,0,115,10,IC,0.4,
balanced_tree_IC_cascade10_r0.5,degree_centrality,38,1,115,10,IC,0.5,
balanced_tree_IC_cascade10_r0.5,eigenvector_centrality,38,1,115,10,IC,0.5,
balanced_tree_IC_cascade10_r0.5,distance_centrality,38,1,115,10,IC,0.5,
balanced_tree_IC_cascade10_r0.6,degree_centrality,38,1,115,10,IC,0.6,
balanced_tree_IC_cascade10_r0.6,eigenvector_centrality,38,1,115,10,IC,0.6,
balanced_tree_IC_cascade10_r0.6,distance_centrality,38,1,115,10,IC,0.6,
balanced_tree_IC_cascade10_r0.7,degree_centrality,38,1,115,10,IC,0.7,
balanced_tree_IC_cascade10_r0.7,eigenvector_centrality,38,1,115,10,IC,0.7,
balanced_tree_IC_cascade10_r0.7,distance_centrality,38,1,115,10,IC,0.7,
balanced_tree_IC_cascade10_r0.8,degree_centrality,37,3,115,10,IC,0.8,
balanced_tree_IC_cascade10_r0.8,eigenvector_centrality,12,2,115,10,IC,0.8,
balanced_tree_IC_cascade10_r0.8,distance_centrality,12,2,115,10,IC,0.8,
balanced_tree_IC_cascade10_r0.9,degree_centrality,37,3,115,10,IC,0.9,
balanced_tree_IC_cascade10_r0.9,eigenvector_centrality,12,2,115,10,IC,0.9,
balanced_tree_IC_cascade10_r0.9,distance_centrality,12,2,115,10,IC,0.9,
balanced_tree_IC_cascade10_r1.0,degree_centrality,38,1,115,10,IC,1.0,
balanced_tree_IC_cascade10_r1.0,eigenvector_centrality,12,2,115,10,IC,1.0,
balanced_tree_IC_cascade10_r1.0,distance_centrality,12,2,115,10,IC,1.0,
barabasi_albert_SIR_cascade100_r0.1,degree_centrality,10,2,463,100,IC,0.1,0.1
barabasi_albert_SIR_cascade100_r0.1,eigenvector_centrality,10,2,463,100,IC,0.1,0.1
